,User_id,book_id
309,644,11395
310,644,22389
311,644,3377
312,663,21035
313,663,30604
314,665,20844
315,665,33751
316,665,22635
317,668,24359
318,672,34816
319,672,14587
320,672,4179
321,677,31509
322,677,23674
323,677,33548
324,680,21035
325,680,18106
326,680,21124
327,681,25162
328,681,6050
329,682,20136
330,682,6832
331,682,8336
332,683,1583
333,683,4881
334,683,20184
335,685,6267
336,685,38555
337,685,20844
338,687,15515
339,687,16305
340,687,22635
341,689,11942
342,689,34876
343,689,20184
344,690,14912
345,690,34876
346,690,20184
347,691,7806
348,692,20184
349,692,34876
350,692,38340
351,693,34019
352,693,34596
353,693,13093
354,697,6267
355,697,25284
356,697,8497
357,699,3477
358,699,22891
359,699,6302
360,702,1011
361,702,7357
362,702,22891
363,704,19621
364,704,15731
365,704,17615
366,706,3477
367,706,24003
368,706,2624
369,709,3477
370,709,22891
371,709,6302
372,715,35256
373,715,9136
374,715,28792
375,717,29880
376,717,8047
377,717,26104
378,718,17633
379,718,31500
380,718,4719
381,719,37830
382,720,27027
383,720,18551
384,720,17133
385,724,17911
386,724,24335
387,725,7835
388,729,25444
389,729,28507
390,729,207
391,736,25750
392,736,38608
393,736,670
394,740,35783
395,740,22475
396,740,32220
397,743,28507
398,743,38295
399,743,10902
400,748,21124
401,748,35503
402,748,18106
403,756,29
404,756,21153
405,756,23817
406,757,5755
407,757,37416
408,757,8592
409,762,29
410,762,21153
411,762,23817
412,766,29
413,766,21153
414,766,23817
415,772,5648
416,772,12533
417,772,25632
418,773,38257
419,773,24669
420,773,10951
421,774,36905
422,774,32947
423,774,38026
424,777,1640
425,777,22201
426,777,13700
427,791,19574
428,791,3117
429,791,31265
430,794,13835
431,794,30424
432,794,16654
433,798,18106
434,798,21124
435,798,37217
436,800,19226
437,800,9780
438,800,10487
439,802,24034
440,802,10955
441,802,32354
442,806,11493
443,806,1310
444,806,15762
445,812,16654
446,812,6764
447,812,29442
448,857,38802
449,857,3709
450,857,777
451,861,38295
452,861,2646
453,870,34019
454,870,13093
455,870,24669
456,879,20811
457,879,32336
458,879,35750
459,886,36003
460,886,16797
461,886,12882
462,887,24669
463,887,31265
464,887,33111
465,894,1682
466,894,27225
467,894,15336
468,899,38488
469,899,5475
470,899,15897
471,901,19505
472,901,17567
473,909,28732
474,941,4964
475,941,18951
476,941,13807
477,944,24158
478,944,9202
479,944,9333
480,974,33557
481,974,149
482,974,1697
483,992,27398
484,995,535
485,999,535
486,1004,25065
487,1004,8047
488,1004,23680
489,1005,12635
490,1005,36546
491,1005,29207
492,1007,535
493,1016,243
494,1016,25352
495,1016,17298
496,1017,6629
497,1017,18106
498,1017,8047
499,1019,22855
500,1019,18106
501,1019,38026
502,1020,4907
503,1020,19193
504,1020,33798
505,1023,37432
506,1023,2491
507,1023,16570
508,1058,23732
509,1058,24364
510,1058,18869
511,1061,21107
512,1061,31265
513,1061,15963
514,1065,11293
515,1068,26082
516,1068,18869
517,1106,23086
518,1106,22558
519,1106,38258
520,1108,35371
521,1108,25393
522,1108,11639
523,1111,24158
524,1111,38108
525,1111,24109
526,1121,3916
527,1121,14135
528,1121,21080
529,1127,25065
530,1127,8047
531,1127,32584
532,1129,23938
533,1129,30008
534,1129,602
535,1135,18106
536,1135,8047
537,1135,23680
538,1140,38257
539,1140,23020
540,1140,24669
541,1141,39049
542,1141,23680
543,1141,7190
544,1142,29715
545,1142,33409
546,1142,28511
547,1143,25627
548,1143,11234
549,1143,30147
550,1144,16655
551,1144,4881
552,1144,13093
553,1146,16797
554,1146,20803
555,1146,10468
556,1148,28099
557,1148,24669
558,1148,37664
559,1149,29715
560,1149,33409
561,1149,7750
562,1151,2182
563,1151,17781
564,1151,22324
565,1155,28511
566,1155,4518
567,1155,859
568,1162,36608
569,1162,34117
570,1162,6778
571,1164,1880
572,1164,15435
573,1164,35883
574,1168,11857
575,1168,20879
576,1168,28927
577,1170,10484
578,1170,12643
579,1170,25095
580,1172,22853
581,1172,12365
582,1172,8206
583,1173,7750
584,1173,33409
585,1173,10602
586,1174,7815
587,1174,7855
588,1174,7606
589,1181,30302
590,1185,31851
591,1185,13102
592,1185,180
593,1186,34019
594,1186,33409
595,1186,29171
596,1187,10866
597,1187,34614
598,1187,1203
599,1188,38011
600,1188,34614
601,1188,10866
602,1189,8775
603,1189,20396
604,1189,2661
605,1193,28099
606,1193,17100
607,1193,2094
608,1196,28511
609,1196,22853
610,1196,28491
611,1201,6728
612,1201,21833
613,1201,18106
614,1209,21833
615,1209,30254
616,1209,17027
617,1210,31199
618,1210,16490
619,1210,27703
620,1213,21833
621,1213,38519
622,1213,26237
623,1223,9449
624,1223,11065
625,1223,38257
626,1225,21833
627,1225,12829
628,1225,28627
629,1238,28099
630,1238,32716
631,1238,24669
632,1239,26156
633,1239,2541
634,1239,25980
635,1306,30424
636,1306,22855
637,1306,5752
638,1309,15814
639,1309,33608
640,1315,4158
641,1315,9628
642,1315,9399
643,1320,34347
644,1320,29396
645,1320,4365
646,1337,13996
647,1337,9909
648,1337,36179
649,1339,18558
650,1339,33608
651,1341,31199
652,1341,23086
653,1341,22558
654,1347,38488
655,1347,33194
656,1347,27506
657,1348,31199
658,1348,7058
659,1348,19788
660,1353,36179
661,1353,23086
662,1353,22558
663,1363,20440
664,1363,25183
665,1363,23086
666,1373,24426
667,1373,16456
668,1377,24190
669,1377,6437
670,1377,33055
671,1378,27873
672,1378,17883
673,1378,36546
674,1382,3916
675,1382,6932
676,1382,35339
677,1383,8301
678,1383,12854
679,1383,37373
680,1385,15830
681,1386,26470
682,1386,37580
683,1386,35256
684,1389,34019
685,1389,13093
686,1389,35256
687,1392,11192
688,1392,15830
689,1392,20396
690,1408,37580
691,1408,28185
692,1408,21150
693,1409,1565
694,1409,29622
695,1414,21124
696,1414,18106
697,1414,4337
698,1418,14903
699,1418,12761
700,1418,16144
701,1419,24669
702,1419,25352
703,1419,3184
704,1423,12499
705,1423,19621
706,1423,29252
707,1447,19194
708,1447,31265
709,1447,12730
710,1451,16490
711,1451,4159
712,1451,11865
713,1472,19194
714,1472,12730
715,1472,33179
716,1473,2935
717,1473,35950
718,1473,19235
719,1477,34497
720,1477,29869
721,1479,2973
722,1480,1171
723,1480,12499
724,1480,32354
725,1481,16490
726,1481,4159
727,1481,11865
728,1485,25531
729,1485,24080
730,1485,34967
731,1487,13225
732,1487,32601
733,1487,38488
734,1488,19360
735,1488,37398
736,1488,8357
737,1489,34497
738,1489,29869
739,1490,16490
740,1490,36082
741,1490,4936
742,1493,1171
743,1493,12499
744,1493,32354
745,1499,14004
746,1499,3003
747,1499,4159
748,1511,16570
749,1511,1952
750,1513,14297
751,1513,35371
752,1513,17100
753,1521,2291
754,1521,3132
755,1521,33379
756,1523,12731
757,1523,6612
758,1523,38935
759,1525,24702
760,1525,33079
761,1525,19194
762,1527,22987
763,1527,13093
764,1527,35783
765,1531,16308
766,1533,13522
767,1533,30869
768,1533,32584
769,1543,34839
770,1543,17353
771,1543,26202
772,1544,11079
773,1544,13999
774,1549,11593
775,1549,11407
776,1549,27575
777,1559,30243
778,1559,27473
779,1559,36132
780,1560,19360
781,1560,31265
782,1560,21008
783,1561,22541
784,1561,30234
785,1562,22324
786,1563,3824
787,1563,17809
788,1563,28102
789,1568,23732
790,1568,134
791,1568,5632
792,1569,34019
793,1569,13093
794,1569,24669
795,1570,33009
796,1570,29400
797,1570,13093
798,1574,33728
799,1574,7604
800,1574,12150
801,1575,4337
802,1575,35503
803,1575,18106
804,1576,31199
805,1576,24669
806,1576,19788
807,1577,32440
808,1577,11204
809,1577,13084
810,1578,1945
811,1578,1022
812,1578,2047
813,1579,34019
814,1579,29171
815,1579,13093
816,1581,34019
817,1581,13093
818,1581,24669
819,1584,8800
820,1584,28420
821,1584,3818
822,1589,28149
823,1589,11727
824,1589,11324
825,1591,14754
826,1591,21505
827,1591,7116
828,1593,27506
829,1593,15731
830,1593,31265
831,1597,26223
832,1597,6654
833,1597,28689
834,1598,7470
835,1598,34812
836,1598,31012
837,1601,34019
838,1601,24669
839,1601,13093
840,1603,32419
841,1603,11426
842,1603,25531
843,1604,24664
844,1604,21529
845,1604,8670
846,1605,34234
847,1605,11809
848,1605,28595
849,1606,4719
850,1606,30306
851,1613,27127
852,1613,23942
853,1613,27039
854,1615,34019
855,1615,13093
856,1615,24669
857,1618,15550
858,1618,25326
859,1618,26995
860,1621,30784
861,1621,37793
862,1621,30312
863,1623,24669
864,1623,13093
865,1623,35783
866,1629,1880
867,1629,412
868,1629,37432
869,1633,33608
870,1633,10470
871,1633,30837
872,1637,38290
873,1637,25065
874,1637,10719
875,1640,24443
876,1644,21799
877,1644,15054
878,1644,30605
879,1645,11701
880,1645,35662
881,1645,14649
882,1651,2035
883,1658,14825
884,1664,15779
885,1664,14040
886,1664,13549
887,1675,32797
888,1675,22703
889,1675,3774
890,1685,5475
891,1685,25131
892,1685,15897
893,1686,25065
894,1686,7717
895,1686,5738
896,1690,27225
897,1690,35239
898,1690,28464
899,1692,28689
900,1692,38290
901,1692,14352
902,1694,18106
903,1694,22641
904,1694,21124
905,1700,21833
906,1700,10951
907,1700,17415
908,1701,25213
909,1701,35405
910,1701,18319
911,1703,28464
912,1703,8103
913,1705,32090
914,1705,5690
915,1705,11066
916,1708,34019
917,1708,13093
918,1708,4798
919,1709,21595
920,1709,1011
921,1709,31151
922,1711,5329
923,1711,32419
924,1711,30583
925,1715,12234
926,1715,13904
927,1715,13826
928,1717,3564
929,1717,9434
930,1717,25392
931,1722,13558
932,1722,30509
933,1722,27077
934,1742,5632
935,1742,13093
936,1742,34019
937,1755,10230
938,1762,38290
939,1762,15336
940,1762,5475
941,1763,19360
942,1763,9000
943,1763,4159
944,1764,23680
945,1764,27506
946,1764,7190
947,1768,10966
948,1768,26664
949,1768,35107
950,1775,27657
951,1775,705
952,1775,25432
953,1788,2839
954,1791,10966
955,1791,26664
956,1791,4256
957,1793,34526
958,1800,21537
959,1800,20615
960,1800,705
961,1802,10966
962,1802,9861
963,1802,9894
964,1806,10966
965,1806,35107
966,1806,29930
967,1808,26417
968,1808,9861
969,1808,33508
970,1810,31397
971,1810,18106
972,1810,8047
973,1812,23211
974,1812,19805
975,1812,2854
976,1813,10966
977,1813,35107
978,1813,4581
979,1816,12602
980,1822,23302
981,1825,11440
982,1825,4581
983,1825,10264
984,1838,26104
985,1838,20995
986,1838,6970
987,1839,7470
988,1839,19360
989,1839,32419
990,1843,26417
991,1843,705
992,1843,4771
993,1845,7391
994,1845,705
995,1845,3345
996,1850,479
997,1850,6339
998,1851,18106
999,1851,21124
1000,1851,37217
1001,1853,35925
1002,1853,12770
1003,1858,26088
1004,1858,4771
1005,1875,24554
1006,1875,1055
1007,1875,25509
1008,1891,22988
1009,1891,17908
1010,1891,35999
1011,1892,19226
1012,1900,12836
1013,1900,30148
1014,1900,21124
1015,1905,32024
1016,1905,29401
1017,1905,7914
1018,1908,28165
1019,1908,31397
1020,1908,17941
1021,1911,15500
1022,1911,27041
1023,1911,34358
1024,1989,13225
1025,1989,32601
1026,1989,38488
1027,2000,21003
1028,2000,5258
1029,2000,34349
1030,2009,20440
1031,2009,31199
1032,2009,22965
1033,2011,1583
1034,2011,23086
1035,2011,22558
1036,2013,33179
1037,2013,33608
1038,2013,2652
1039,2041,30718
1040,2041,486
1041,2060,36608
1042,2060,24356
1043,2060,11742
1044,2074,17451
1045,2074,14649
1046,2074,16727
1047,2093,29649
1048,2093,13491
1049,2093,8507
1050,2154,7981
1051,2154,15500
1052,2154,5641
1053,2174,21833
1054,2174,19360
1055,2174,15963
1056,2175,5013
1057,2175,4881
1058,2175,23086
1059,2180,30761
1060,2180,12812
1061,2180,7446
1062,2185,1171
1063,2185,32354
1064,2185,12499
1065,2188,13093
1066,2188,19854
1067,2188,29319
1068,2191,34019
1069,2191,35256
1070,2191,24669
1071,2192,16655
1072,2192,24669
1073,2192,29319
1074,2193,25921
1075,2194,3132
1076,2194,5999
1077,2194,37139
1078,2196,37216
1079,2196,11061
1080,2196,8445
1081,2199,30840
1082,2199,8271
1083,2199,8439
1084,2202,1847
1085,2212,1451
1086,2212,31726
1087,2212,17728
1088,2228,3968
1089,2228,10120
1090,2228,1640
1091,2233,18437
1092,2233,4261
1093,2233,17159
1094,2237,22863
1095,2237,26295
1096,2238,31199
1097,2238,18716
1098,2238,19788
1099,2239,28914
1100,2239,5511
1101,2239,8024
1102,2242,19621
1103,2247,21470
1104,2247,13093
1105,2247,24669
1106,2269,38257
1107,2269,23020
1108,2269,22097
1109,2271,33348
1110,2271,24855
1111,2271,5666
1112,2291,39065
1113,2291,34993
1114,2291,36540
1115,2293,15550
1116,2293,17051
1117,2293,2128
1118,2295,3345
1119,2295,35666
1120,2295,7391
1121,2305,22031
1122,2305,3839
1123,2305,2616
1124,2306,13241
1125,2306,19029
1126,2306,16179
1127,2308,31562
1128,2308,21371
1129,2308,19029
1130,2309,30468
1131,2309,20923
1132,2309,23332
1133,2310,22031
1134,2310,23021
1135,2310,19424
1136,2311,19424
1137,2311,7681
1138,2311,23021
1139,2313,11921
1140,2313,23226
1141,2313,33412
1142,2314,31562
1143,2314,21371
1144,2314,19029
1145,2323,22031
1146,2323,23021
1147,2323,19424
1148,2325,4172
1149,2325,21371
1150,2325,19029
1151,2330,22031
1152,2330,23021
1153,2330,19424
1154,2332,30468
1155,2332,20923
1156,2332,23332
1157,2335,22031
1158,2335,3839
1159,2335,2616
1160,2340,23021
1161,2340,36459
1162,2340,3544
1163,2341,19145
1164,2341,16822
1165,2341,30873
1166,2344,4172
1167,2344,21371
1168,2344,22031
1169,2345,4172
1170,2345,22031
1171,2345,30786
1172,2347,7055
1173,2347,31486
1174,2347,19424
1175,2349,6874
1176,2349,30468
1177,2349,18101
1178,2354,31562
1179,2354,21371
1180,2354,19029
1181,2357,31562
1182,2357,19029
1183,2357,22031
1184,2358,22031
1185,2358,23021
1186,2358,19424
1187,2361,23021
1188,2361,36459
1189,2361,3544
1190,2364,2616
1191,2364,3839
1192,2364,7681
1193,2367,30468
1194,2367,20923
1195,2367,23332
1196,2369,18101
1197,2369,24781
1198,2369,23021
1199,2372,23021
1200,2372,3544
1201,2372,2616
1202,2373,21371
1203,2373,20894
1204,2373,14020
1205,2375,39221
1206,2375,21371
1207,2375,31635
1208,2381,8245
1209,2381,18106
1210,2381,21124
1211,2383,12649
1212,2383,11014
1213,2383,26814
1214,2384,26909
1215,2384,32617
1216,2384,22183
1217,2386,18153
1218,2386,21258
1219,2386,21707
1220,2393,14297
1221,2393,23927
1222,2393,21206
1223,2397,23927
1224,2397,21833
1225,2397,37136
1226,2398,23152
1227,2398,35468
1228,2398,10798
1229,2404,4287
1230,2404,19360
1231,2404,23812
1232,2408,23927
1233,2408,21833
1234,2408,14247
1235,2413,16680
1236,2413,16889
1237,2413,1312
1238,2416,23054
1239,2416,31404
1240,2416,15029
1241,2417,15029
1242,2417,31404
1243,2417,23054
1244,2422,38473
1245,2422,8837
1246,2422,14546
1247,2427,24554
1248,2427,12649
1249,2427,9598
1250,2429,13522
1251,2429,19888
1252,2429,9629
1253,2431,27754
1254,2431,15099
1255,2431,36194
1256,2433,9498
1257,2433,34070
1258,2433,37302
1259,2446,35454
1260,2446,25065
1261,2446,15173
1262,2451,20761
1263,2451,4881
1264,2451,3974
1265,2475,27703
1266,2475,30869
1267,2475,22031
1268,2479,8592
1269,2479,25491
1270,2479,32249
1271,2516,32700
1272,2516,30292
1273,2516,9202
1274,2519,21799
1275,2519,30605
1276,2519,25931
1277,2525,7964
1278,2525,21799
1279,2525,1912
1280,2526,23399
1281,2526,17100
1282,2526,6612
1283,2539,7658
1284,2545,33079
1285,2545,33590
1286,2545,21799
1287,2561,20926
1288,2561,31033
1289,2561,39176
1290,2570,13402
1291,2570,33427
1292,2573,12833
1293,2578,33079
1294,2578,21799
1295,2578,27719
1296,2579,33079
1297,2579,21799
1298,2579,11345
1299,2580,19194
1300,2580,30869
1301,2580,31265
1302,2602,13472
1303,2605,19788
1304,2605,34101
1305,2605,27175
1306,2607,38290
1307,2607,38488
1308,2607,15336
1309,2609,10194
1310,2609,27839
1311,2609,25489
1312,2610,1583
1313,2610,18106
1314,2610,36246
1315,2611,28153
1316,2611,22171
1317,2611,36714
1318,2612,21833
1319,2612,8047
1320,2612,27506
1321,2613,26104
1322,2613,38488
1323,2613,35667
1324,2614,20184
1325,2614,9433
1326,2614,24866
1327,2615,26104
1328,2615,15731
1329,2615,19360
1330,2616,28436
1331,2616,34910
1332,2616,38290
1333,2621,28689
1334,2621,28436
1335,2621,34910
1336,2622,23680
1337,2622,19194
1338,2622,7190
1339,2625,5475
1340,2625,9202
1341,2625,37432
1342,2626,33409
1343,2626,24669
1344,2626,7289
1345,2627,20184
1346,2627,8047
1347,2627,2506
1348,2631,21867
1349,2631,15972
1350,2631,9607
1351,2632,38290
1352,2632,18106
1353,2632,38488
1354,2634,17908
1355,2634,14478
1356,2634,20283
1357,2635,22641
1358,2635,7569
1359,2635,25131
1360,2636,8764
1361,2636,38639
1362,2636,16176
1363,2637,37664
1364,2637,29353
1365,2637,25806
1366,2638,25970
1367,2638,13587
1368,2638,9054
1369,2639,25806
1370,2639,16176
1371,2639,13587
1372,2640,27506
1373,2640,12730
1374,2640,33179
1375,2641,38290
1376,2641,17908
1377,2641,7750
1378,2642,13225
1379,2642,38290
1380,2642,38488
1381,2643,18551
1382,2643,8592
1383,2643,29106
1384,2648,38488
1385,2648,26104
1386,2648,15336
1387,2649,9743
1388,2649,14754
1389,2649,13944
1390,2651,17397
1391,2651,577
1392,2651,27142
1393,2654,4337
1394,2654,35503
1395,2654,18106
1396,2655,28464
1397,2655,4159
1398,2655,10909
1399,2657,26104
1400,2657,25806
1401,2657,13587
1402,2658,33441
1403,2658,3102
1404,2658,9439
1405,2659,26372
1406,2659,9616
1407,2659,26549
1408,2671,21124
1409,2671,18106
1410,2671,4337
1411,2673,3425
1412,2673,32453
1413,2673,3757
1414,2674,38734
1415,2674,11528
1416,2674,34778
1417,2675,14417
1418,2675,12117
1419,2675,9213
1420,2680,7746
1421,2691,21398
1422,2691,3765
1423,2691,4623
1424,2707,9387
1425,2707,14923
1426,2707,11986
1427,2708,409
1428,2708,31432
1429,2708,5574
1430,2710,23302
1431,2710,2766
1432,2710,23379
1433,2721,38290
1434,2721,19788
1435,2721,37664
1436,2722,35239
1437,2722,9202
1438,2722,3477
1439,2725,27142
1440,2725,17908
1441,2725,2243
1442,2726,15911
1443,2726,37583
1444,2726,13585
1445,2728,24669
1446,2728,19788
1447,2728,8971
1448,2729,19788
1449,2729,645
1450,2729,14044
1451,2730,19854
1452,2730,35256
1453,2730,29319
1454,2731,14825
1455,2731,26695
1456,2731,37702
1457,2732,39085
1458,2733,8764
1459,2733,8827
1460,2734,13302
1461,2734,35216
1462,2734,645
1463,2735,13944
1464,2739,9202
1465,2781,30167
1466,2781,12656
1467,2792,31409
1468,2792,4360
1469,2792,4574
1470,2793,36003
1471,2793,3272
1472,2793,2905
1473,2799,35371
1474,2799,23498
1475,2799,25393
1476,2803,19572
1477,2804,33548
1478,2804,38005
1479,2804,13292
1480,2820,23646
1481,2820,22525
1482,2820,31033
1483,2821,36386
1484,2823,3034
1485,2823,27389
1486,2823,37843
1487,2826,4904
1488,2826,15815
1489,2826,32832
1490,2827,20906
1491,2827,26405
1492,2827,33612
1493,2834,30738
1494,2834,29023
1495,2834,659
1496,2842,23674
1497,2863,15962
1498,2863,38357
1499,2863,24668
1500,2868,36004
1501,2868,6441
1502,2868,18542
1503,2871,7489
1504,2871,29887
1505,2871,22094
1506,2872,18542
1507,2872,33329
1508,2872,36004
1509,2895,38611
1510,2895,15345
1511,2897,28972
1512,2897,21235
1513,2899,23007
1514,2899,15422
1515,2900,38611
1516,2900,15345
1517,2920,24704
1518,2920,33905
1519,2920,13057
1520,2921,7990
1521,2921,1632
1522,2921,34822
1523,2922,32024
1524,2922,30670
1525,2922,10882
1526,2924,12993
1527,2924,33905
1528,2924,5922
1529,2928,5742
1530,2929,28165
1531,2929,10702
1532,2929,12087
1533,2933,17941
1534,2933,12087
1535,2933,33905
1536,2934,7990
1537,2934,1632
1538,2934,34822
1539,2935,32024
1540,2935,4518
1541,2935,9202
1542,2939,5742
1543,2944,20184
1544,2944,12895
1545,2944,22855
1546,2948,30243
1547,2948,23680
1548,2948,12500
1549,2949,16655
1550,2949,17908
1551,2949,21833
1552,2951,24866
1553,2951,25459
1554,2951,15504
1555,2952,10603
1556,2952,12499
1557,2952,26187
1558,2953,9941
1559,2953,19062
1560,2953,21914
1561,2956,6394
1562,2956,5174
1563,2956,13037
1564,2963,8047
1565,2963,12896
1566,2963,8263
1567,2970,21799
1568,2970,9136
1569,2970,33111
1570,2971,19788
1571,2971,24866
1572,2971,12730
1573,2977,15504
1574,2977,22171
1575,2980,24973
1576,2980,32428
1577,2980,19794
1578,2982,8461
1579,2982,18964
1580,2982,16690
1581,2984,20027
1582,2984,9049
1583,2986,6316
1584,2986,39182
1585,2986,9000
1586,2987,37163
1587,2987,258
1588,2987,38373
1589,2988,9367
1590,2988,28250
1591,2988,1232
1592,2994,16655
1593,2994,31199
1594,2994,19788
1595,2998,8245
1596,2998,5475
1597,2998,25131
1598,2999,13093
1599,2999,24669
1600,2999,33938
1601,3003,17908
1602,3003,394
1603,3003,25970
1604,3014,9136
1605,3014,21799
1606,3014,31265
1607,3015,30721
1608,3015,37680
1609,3015,8047
1610,3019,5475
1611,3019,23680
1612,3019,9433
1613,3020,15504
1614,3020,36671
1615,3022,13897
1616,3022,25096
1617,3022,33466
1618,3024,16925
1619,3026,19794
1620,3026,30167
1621,3026,22171
1622,3029,19010
1623,3029,33445
1624,3029,27319
1625,3033,22132
1626,3033,30788
1627,3033,1446
1628,3036,1056
1629,3036,30098
1630,3036,29464
1631,3037,21093
1632,3037,7360
1633,3037,6437
1634,3038,26104
1635,3038,11002
1636,3038,20995
1637,3040,21514
1638,3047,19178
1639,3047,33738
1640,3047,38519
1641,3048,4881
1642,3048,15435
1643,3048,12731
1644,3074,38027
1645,3079,29880
1646,3079,38257
1647,3079,23086
1648,3080,8507
1649,3080,18394
1650,3101,25509
1651,3101,24426
1652,3101,7815
1653,3112,29026
1654,3112,24388
1655,3112,7717
1656,3119,15344
1657,3119,38519
1658,3119,11261
1659,3131,3758
1660,3131,33399
1661,3134,13225
1662,3134,24735
1663,3134,18106
1664,3177,8999
1665,3184,16547
1666,3185,38686
1667,3185,21018
1668,3187,33007
1669,3187,21124
1670,3187,18106
1671,3188,15029
1672,3188,11382
1673,3201,12836
1674,3201,20930
1675,3201,4984
1676,3202,29353
1677,3202,908
1678,3202,19919
1679,3208,15863
1680,3208,17451
1681,3208,27211
1682,3209,394
1683,3209,14317
1684,3209,26181
1685,3211,7357
1686,3211,28266
1687,3215,21124
1688,3215,18106
1689,3215,4337
1690,3220,36051
1691,3220,37772
1692,3220,7746
1693,3222,8707
1694,3222,38488
1695,3222,3330
1696,3223,20979
1697,3223,32135
1698,3223,14208
1699,3224,8707
1700,3224,23316
1701,3224,19853
1702,3225,11214
1703,3225,6747
1704,3225,16162
1705,3229,20761
1706,3229,3974
1707,3229,8707
1708,3230,15731
1709,3230,12653
1710,3230,1190
1711,3231,20761
1712,3231,3974
1713,3231,15435
1714,3244,28511
1715,3244,19853
1716,3244,21979
1717,3249,20761
1718,3249,3974
1719,3249,15435
1720,3251,28511
1721,3251,30210
1722,3251,21799
